,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discover_method,planet_orbital_inclination,planet_density,right_ascension,ra,declination,host_temperature,host_mass,host_radius
591,591,HD 168746 b,136.0,0.27 Jupiters,7.946,2002,Gas Giant,0.993 x Jupiter,0.07 AU,6.4 days,0.11,HD 168746,Radial Velocity,,,18h21m49.78s,275.457428,-11d55m21.7s,5570.0,1.07,1.09
592,592,HD 1690 b,2510.0,8.79 Jupiters,9.17,2010,Gas Giant,1.12 x Jupiter,1.36 AU,1.5 years,0.64,HD 1690,Radial Velocity,,,00h21m13.32s,5.305497,-08d16m52.2s,4374.0,1.86,21.66
593,593,HD 169830 b,123.0,2.88 Jupiters,5.902,2000,Gas Giant,1.18 x Jupiter,0.81 AU,225.6 days,0.31,HD 169830,Radial Velocity,,,18h27m49.48s,276.956177,-29d49m00.7s,6299.0,1.4,
594,594,HD 169830 c,123.0,4.04 Jupiters,5.902,2003,Gas Giant,1.16 x Jupiter,3.6 AU,5.8 years,0.33,HD 169830,Radial Velocity,,,18h27m49.48s,276.956177,-29d49m00.7s,6299.0,1.4,
595,595,HD 170469 b,197.0,0.66 Jupiters,8.21,2007,Gas Giant,1.25 x Jupiter,2.24 AU,3.1 years,0.11,HD 170469,Radial Velocity,,,18h29m10.98s,277.295746,+11d41m43.8s,5842.0,1.1,1.24
596,596,HD 17092 b,750.0,10.13 Jupiters,7.732,2007,Gas Giant,1.11 x Jupiter,1.31 AU,359.9 days,0.17,HD 17092,Radial Velocity,,,02h46m22.11s,41.592117,+49d39m11.1s,4326.0,6.73,13.58
597,597,HD 171028 b,365.0,2.62 Jupiters,8.31,2007,Gas Giant,1.18 x Jupiter,1.32 AU,1.5 years,0.59,HD 171028,Radial Velocity,,,18h32m15.49s,278.064527,+06d56m44.7s,5671.0,1.53,2.47
598,598,HD 171238 b,146.0,2.72 Jupiters,8.61,2009,Gas Giant,1.18 x Jupiter,2.57 AU,4.2 years,0.23,HD 171238,Radial Velocity,,,18h34m43.67s,278.681976,-28d04m20.3s,5440.0,0.96,1.01
599,599,HD 17156 b,255.0,3.51 Jupiters,8.172,2007,Gas Giant,1.1 x Jupiter,0.16278 AU,21.2 days,0.68,HD 17156,Radial Velocity,87.82,,02h49m44.49s,42.435364,+71d45m11.6s,6040.0,1.41,1.55
600,600,HD 173416 b,433.0,2.7 Jupiters,6.057,2008,Gas Giant,1.18 x Jupiter,1.16 AU,323.6 days,0.21,HD 173416,Radial Velocity,,,18h43m36.11s,280.900452,+36d33m23.8s,4683.0,2.0,13.5
601,601,HD 175167 b,232.0,8.97 Jupiters,8.01,2009,Gas Giant,1.12 x Jupiter,2.4 AU,3.5 years,0.54,HD 175167,Radial Velocity,,,19h00m00.83s,285.003479,-69d56m39.3s,5635.0,1.37,1.75
602,602,HD 175541 b,424.0,0.598 Jupiters,8.02,2007,Gas Giant,1.26 x Jupiter,0.975 AU,298.4 days,0.11,HD 175541,Radial Velocity,,,18h55m40.88s,283.920349,+04d15m55.2s,5013.0,1.39,4.19
603,603,HD 175607 b,132.0,8.98 Earths,8.61,2015,Neptune-like,0.263 x Jupiter,Unknown,29 days,0.11,HD 175607,Radial Velocity,,,19h01m05.49s,285.272858,-66d11m33.6s,5392.0,0.71,0.7
604,604,HD 17674 b,145.0,0.87 Jupiters,7.56,2017,Gas Giant,1.24 x Jupiter,1.42 AU,1.7 years,< 0.13,HD 17674,Radial Velocity,,,02h51m04.28s,42.767853,+30d17m12.3s,5904.0,0.98,1.18
605,605,HD 176986 b,91.0,5.74 Earths,8.42,2017,Neptune-like,0.202 x Jupiter,0.06296 AU,6.5 days,0.07,HD 176986,Radial Velocity,,,19h03m05.87s,285.774475,-11d02m38.1s,4931.0,0.79,0.78
606,606,HD 176986 c,91.0,9.18 Earths,8.42,2017,Neptune-like,0.266 x Jupiter,0.11878 AU,16.8 days,0.11,HD 176986,Radial Velocity,,,19h03m05.87s,285.774475,-11d02m38.1s,4931.0,0.79,0.78
607,607,HD 177565 b,55.0,15.1 Earths,6.16,2017,Neptune-like,0.357 x Jupiter,0.246 AU,44.5 days,0.06,HD 177565,Radial Velocity,,,19h06m52.46s,286.718597,-37d48m38.4s,,1.0,
608,608,HD 177830 b,205.0,1.69 Jupiters,7.177,1999,Gas Giant,1.2 x Jupiter,1.14 AU,410.1 days,0.1,HD 177830,Radial Velocity,,,19h05m20.77s,286.336548,+25d55m14.4s,4901.0,1.7,3.26
609,609,HD 177830 c,205.0,0.15 Jupiters,7.177,2010,Gas Giant,0.702 x Jupiter,0.5137 AU,110.9 days,0.3,HD 177830,Radial Velocity,,,19h05m20.77s,286.336548,+25d55m14.4s,4901.0,1.7,3.26
610,610,HD 178911 B b,134.0,8.03 Jupiters,7.792,2001,Gas Giant,1.12 x Jupiter,0.34 AU,71.5 days,0.11,HD 178911 B,Radial Velocity,,,19h09m03.11s,287.262939,+34d35m59.5s,5588.0,1.24,1.08
611,611,HD 179079 b,228.0,25.74423 Earths,7.95,2008,Neptune-like,0.488 x Jupiter,0.1214 AU,14.5 days,0.05,HD 179079,Radial Velocity,,,19h11m09.83s,287.790955,-02d38m18.2s,5646.0,1.14,1.63
612,612,HD 179949 b,90.0,0.916 Jupiters,6.25,2000,Gas Giant,1.24 x Jupiter,0.0443 AU,3.1 days,0.02,HD 179949,Radial Velocity,,,19h15m33.23s,288.888458,-24d10m45.7s,6168.0,1.21,
613,613,HD 180053 b,449.0,2.194 Jupiters,7.93,2018,Gas Giant,1.19 x Jupiter,0.843 AU,213.7 days,0.08,HD 180053,Radial Velocity,,,19h13m36.21s,288.400879,+34d54m52.4s,5131.0,1.75,4.06
614,614,HD 18015 b,405.0,3.18 Jupiters,7.89,2018,Gas Giant,1.17 x Jupiter,3.87 AU,6.2 years,0.15,HD 18015,Radial Velocity,,,02h53m27.21s,43.363365,-08d50m52.9s,5603.0,1.49,3.13
615,615,HD 180314 b,401.0,20.13 Jupiters,6.608,2010,Gas Giant,1.08 x Jupiter,1.46 AU,396 days,0.26,HD 180314,Radial Velocity,,,19h14m50.21s,288.709198,+31d51m37.3s,4924.0,2.2,8.13
616,616,HD 180617 b,19.0,12.2 Earths,9.12,2018,Neptune-like,0.315 x Jupiter,0.3357 AU,105.9 days,0.16,HD 180617,Radial Velocity,,,19h16m55.25s,289.230225,+05d10m08.1s,3557.0,0.45,0.45
617,617,HD 180902 b,342.0,1.685 Jupiters,7.78,2009,Gas Giant,1.2 x Jupiter,1.4 AU,1.4 years,0.11,HD 180902,Radial Velocity,,,19h19m17.71s,289.823792,-23d33m29.4s,4961.0,1.41,4.16
618,618,HD 181234 b,156.0,8.37 Jupiters,8.59,2019,Gas Giant,1.12 x Jupiter,7.52 AU,20.4 years,0.73,HD 181234,Radial Velocity,,,19h20m00.10s,290.000397,-09d19m25.0s,5386.0,1.01,1.05
619,619,HD 181342 b,394.0,2.54 Jupiters,7.55,2009,Gas Giant,1.18 x Jupiter,1.592 AU,1.5 years,0.02,HD 181342,Radial Velocity,,,19h21m04.23s,290.267639,-23d37m10.5s,4945.0,1.69,4.71
620,620,HD 181433 b,88.0,6.3566 Earths,8.4,2008,Neptune-like,0.214 x Jupiter,0.08 AU,9.4 days,0.4,HD 181433,Radial Velocity,,,19h25m09.57s,291.289856,-66d28m07.7s,4918.0,0.63,0.79
621,621,HD 181433 c,88.0,0.64 Jupiters,8.4,2008,Gas Giant,1.26 x Jupiter,1.76 AU,2.6 years,0.28,HD 181433,Radial Velocity,,,19h25m09.57s,291.289856,-66d28m07.7s,4918.0,0.63,0.79
622,622,HD 181433 d,88.0,0.54 Jupiters,8.4,2008,Gas Giant,1.27 x Jupiter,3.0 AU,6 years,0.48,HD 181433,Radial Velocity,,,19h25m09.57s,291.289856,-66d28m07.7s,4918.0,0.63,0.79
623,623,HD 181720 b,197.0,0.4 Jupiters,7.849,2009,Gas Giant,1.25 x Jupiter,1.85 AU,2.6 years,0.26,HD 181720,Radial Velocity,,,19h22m52.98s,290.720764,-32d55m08.6s,5736.0,1.03,1.5
624,624,HD 183263 b,177.0,3.95 Jupiters,7.861,2004,Gas Giant,1.16 x Jupiter,1.49 AU,1.7 years,0.36,HD 183263,Radial Velocity,,,19h28m24.57s,292.102386,+08d21m29.0s,5948.0,1.31,1.23
625,625,HD 183263 c,177.0,3.57 Jupiters,7.861,2008,Gas Giant,1.16 x Jupiter,4.35 AU,8.4 years,0.24,HD 183263,Radial Velocity,,,19h28m24.57s,292.102386,+08d21m29.0s,5948.0,1.31,1.23
626,626,HD 185269 b,170.0,1.01 Jupiters,6.67,2006,Gas Giant,1.23 x Jupiter,0.077 AU,6.8 days,0.23,HD 185269,Radial Velocity,,,19h37m11.74s,294.29892,+28d29m59.5s,5923.0,1.3,2.0
627,627,HD 187085 b,150.0,0.836 Jupiters,7.225,2006,Gas Giant,1.24 x Jupiter,2.1 AU,2.8 years,0.25,HD 187085,Radial Velocity,,,19h49m33.97s,297.391541,-37d46m50.0s,6117.0,1.19,1.27
628,628,HD 187123 b,150.0,0.523 Jupiters,7.832,1998,Gas Giant,1.27 x Jupiter,0.0426 AU,3.1 days,0.01,HD 187123,Radial Velocity,,,19h46m58.11s,296.742126,+34d25m10.3s,5830.0,1.0,
629,629,HD 187123 c,150.0,1.99 Jupiters,7.832,2008,Gas Giant,1.19 x Jupiter,4.89 AU,10.4 years,0.25,HD 187123,Radial Velocity,,,19h46m58.11s,296.742126,+34d25m10.3s,5830.0,1.0,
630,630,HD 18742 b,533.0,3.4 Jupiters,7.81,2011,Gas Giant,1.17 x Jupiter,1.82 AU,2.1 years,0.04,HD 18742,Radial Velocity,,,03h00m10.66s,45.044407,-20d48m09.4s,4940.0,1.36,5.13
631,631,HD 188015 b,166.0,1.5 Jupiters,8.234,2004,Gas Giant,1.21 x Jupiter,1.203 AU,461.2 days,0.14,HD 188015,Radial Velocity,,,19h52m04.54s,298.018921,+28d06m01.4s,5746.0,1.09,
632,632,HD 189733 b,65.0,1.13 Jupiters,7.67,2005,Gas Giant,1.13 x Jupiter,0.0313 AU,2.2 days,0.0,HD 189733,Radial Velocity,85.71,,20h00m43.71s,300.182129,+22d42m39.1s,5052.0,0.79,0.75
633,633,HD 190360 b,52.0,1.54 Jupiters,5.73,2003,Gas Giant,1.21 x Jupiter,3.97 AU,8 years,0.31,HD 190360,Radial Velocity,,,20h03m37.40s,300.905853,+29d53m48.5s,5552.0,0.99,1.14
634,634,HD 190360 c,52.0,19.069 Earths,5.73,2005,Neptune-like,0.409 x Jupiter,0.1304 AU,17.1 days,0.24,HD 190360,Radial Velocity,,,20h03m37.40s,300.905853,+29d53m48.5s,5552.0,0.99,1.14
635,635,HD 190647 b,178.0,1.985 Jupiters,7.779,2007,Gas Giant,1.19 x Jupiter,2.231 AU,3.2 years,0.22,HD 190647,Radial Velocity,,,20h07m19.67s,301.83197,-35d32m19.1s,5656.0,1.07,1.38
636,636,HD 190984 b,485.0,3.1 Jupiters,8.76,2009,Gas Giant,1.17 x Jupiter,5.5 AU,13.4 years,0.57,HD 190984,Radial Velocity,,,20h11m30.72s,302.877991,-64d37m13.7s,5988.0,0.91,1.53
637,637,HD 191806 b,215.0,8.52 Jupiters,8.084,2016,Gas Giant,1.12 x Jupiter,2.8 AU,4.4 years,0.26,HD 191806,Radial Velocity,,,20h09m28.31s,302.36795,+52d16m34.8s,6010.0,1.14,
638,638,HD 191939 b,174.0,11.6 Earths,8.963,2020,Neptune-like,0.305 x Jupiter,0.0814 AU,8.9 days,0.0,HD 191939,Transit,88.18,,20h08m05.76s,302.023987,+66d51m02.1s,5427.0,0.92,0.94
639,639,HD 191939 c,174.0,10.5 Earths,8.963,2020,Neptune-like,0.288 x Jupiter,0.1762 AU,28.6 days,0.0,HD 191939,Transit,89.124,,20h08m05.76s,302.023987,+66d51m02.1s,5427.0,0.92,0.94
640,640,HD 191939 d,174.0,10.1 Earths,8.963,2020,Neptune-like,0.282 x Jupiter,0.215 AU,38.4 days,0.0,HD 191939,Transit,89.49,,20h08m05.76s,302.023987,+66d51m02.1s,5427.0,0.92,0.94
641,641,HD 192263 b,64.0,0.56 Jupiters,7.79,1999,Gas Giant,1.26 x Jupiter,0.15 AU,24.4 days,0.05,HD 192263,Radial Velocity,,,20h13m59.85s,303.499359,-00d52m00.8s,4976.0,0.66,0.74
642,642,HD 192310 b,29.0,16.9 Earths,5.73,2011,Neptune-like,0.381 x Jupiter,0.32 AU,74.7 days,0.13,HD 192310,Radial Velocity,90.0,,20h15m17.39s,303.822449,-27d01m58.7s,5166.0,0.8,
643,643,HD 192310 c,29.0,24 Earths,5.73,2011,Neptune-like,0.469 x Jupiter,1.18 AU,1.4 years,0.32,HD 192310,Radial Velocity,90.0,,20h15m17.39s,303.822449,-27d01m58.7s,5166.0,0.8,
644,644,HD 192699 b,235.0,2.096 Jupiters,6.44,2007,Gas Giant,1.19 x Jupiter,1.063 AU,340.9 days,0.08,HD 192699,Radial Velocity,,,20h16m06.01s,304.025024,+04d34m50.9s,5041.0,1.38,4.41
645,645,HD 195019 b,123.0,3.98 Jupiters,6.87,1998,Gas Giant,1.16 x Jupiter,0.14 AU,18.2 days,0.01,HD 195019,Radial Velocity,,,20h28m18.63s,307.077637,+18d46m10.2s,5751.0,1.21,1.48
646,646,HD 196050 b,166.0,3.18 Jupiters,7.5,2002,Gas Giant,1.17 x Jupiter,2.51 AU,3.8 years,0.23,HD 196050,Radial Velocity,,,20h37m51.71s,309.465454,-60d38m04.1s,5879.0,1.31,1.42
647,647,HD 196067 b,130.0,6.9 Jupiters,6.03,2012,Gas Giant,1.13 x Jupiter,5.02 AU,10 years,0.66,HD 196067,Radial Velocity,,,20h41m44.09s,310.433716,-75d21m02.9s,6017.0,1.29,1.73
648,648,HD 196885 A b,112.0,2.58 Jupiters,6.398,2007,Gas Giant,1.18 x Jupiter,2.37 AU,3.7 years,0.48,HD 196885 A,Radial Velocity,,,20h39m51.88s,309.966156,+11d14m58.7s,6254.0,1.28,1.31
649,649,HD 197037 b,108.0,0.79 Jupiters,6.809,2012,Gas Giant,1.24 x Jupiter,2.07 AU,2.8 years,0.22,HD 197037,Radial Velocity,,,20h39m32.96s,309.887329,+42d14m54.8s,6150.0,1.11,
650,650,HD 19994 b,74.0,1.37 Jupiters,5.06,2003,Gas Giant,1.21 x Jupiter,1.305 AU,466.2 days,0.06,HD 19994,Radial Velocity,,,03h12m46.44s,48.193485,-01d11m46.0s,6188.0,1.36,
651,651,HD 20003 b,143.0,11.66 Earths,8.39,2019,Neptune-like,0.306 x Jupiter,0.0974 AU,11.8 days,0.36,HD 20003,Radial Velocity,,,03h07m37.92s,46.907997,-72d19m18.8s,5494.0,0.88,
652,652,HD 20003 c,143.0,14.44 Earths,8.39,2019,Neptune-like,0.347 x Jupiter,0.1964 AU,33.9 days,0.1,HD 20003,Radial Velocity,,,03h07m37.92s,46.907997,-72d19m18.8s,5494.0,0.88,
653,653,HD 200964 b,237.0,1.599 Jupiters,6.48,2010,Gas Giant,1.21 x Jupiter,1.565 AU,1.7 years,0.09,HD 200964,Radial Velocity,,,21h06m39.84s,316.666016,+03d48m11.2s,4982.0,1.39,4.92
654,654,HD 200964 c,237.0,1.214 Jupiters,6.48,2010,Gas Giant,1.22 x Jupiter,1.96 AU,2.3 years,0.24,HD 200964,Radial Velocity,,,21h06m39.84s,316.666016,+03d48m11.2s,4982.0,1.39,4.92
655,655,HD 202206 c,150.0,17.9 Jupiters,8.08,2004,Gas Giant,1.08 x Jupiter,2.41 AU,3.5 years,0.22,HD 202206,Radial Velocity,7.7,,21h14m57.77s,318.740692,-20d47m21.2s,5760.0,1.27,1.03
656,656,HD 202696 b,618.0,1.996 Jupiters,8.23,2019,Gas Giant,Unknown,1.566 AU,1.4 years,0.01,HD 202696,Radial Velocity,90.0,,21h16m53.95s,319.224792,+27d15m29.2s,5040.0,1.91,6.43
657,657,HD 202696 c,618.0,1.864 Jupiters,8.23,2019,Gas Giant,Unknown,2.342 AU,2.6 years,0.03,HD 202696,Radial Velocity,90.0,,21h16m53.95s,319.224792,+27d15m29.2s,5040.0,1.91,6.43
658,658,HD 202772 A b,480.0,1.017 Jupiters,8.227,2019,Gas Giant,1.545 x Jupiter,0.05208 AU,3.3 days,0.04,HD 202772 A,Transit,84.51,0.343,21h18m47.901s,319.699588,-26d36m58.95s,6272.0,1.72,2.59
659,659,HD 203030 b,128.0,24.09 Jupiters,8.425,2006,Gas Giant,1.07 x Jupiter,487.1 AU,Infinity years,0.0,HD 203030,Imaging,,,21h18m58.22s,319.742584,+26d13m50.0s,,,
660,660,HD 203473 b,237.0,7.8 Jupiters,8.23,2018,Gas Giant,1.12 x Jupiter,2.73 AU,4.3 years,0.29,HD 203473,Radial Velocity,,,21h22m18.87s,320.578644,+05d01m25.0s,5780.0,1.12,1.33
661,661,HD 2039 b,280.0,6.29 Jupiters,9.0,2002,Gas Giant,1.14 x Jupiter,2.2 AU,3.1 years,0.71,HD 2039,Radial Velocity,,,00h24m20.28s,6.084491,-56d39m00.2s,5945.0,1.23,1.19
662,662,HD 204313 b,156.0,3.46 Jupiters,7.99,2010,Gas Giant,1.17 x Jupiter,3.07 AU,5.3 years,0.23,HD 204313,Radial Velocity,,,21h28m12.21s,322.050873,-21d43m34.5s,5783.0,1.03,1.1
663,663,HD 204313 c,156.0,17.6 Earths,7.99,2015,Neptune-like,0.39 x Jupiter,0.2099 AU,34.9 days,0.16,HD 204313,Radial Velocity,,,21h28m12.21s,322.050873,-21d43m34.5s,5783.0,1.03,1.1
664,664,HD 204941 b,94.0,0.23 Jupiters,8.45,2011,Gas Giant,0.903 x Jupiter,2.55 AU,4.7 years,0.37,HD 204941,Radial Velocity,,,21h32m23.51s,323.097961,-20d57m26.7s,5026.0,0.58,0.78
665,665,HD 205739 b,303.0,1.37 Jupiters,8.56,2008,Gas Giant,1.21 x Jupiter,0.896 AU,279.8 days,0.27,HD 205739,Radial Velocity,,,21h38m08.41s,324.535034,-31d44m14.9s,6176.0,1.22,1.33
666,666,HD 206255 b,246.0,34.2 Earths,7.618,2019,Neptune-like,0.577 x Jupiter,0.461 AU,96 days,0.23,HD 206255,Radial Velocity,,,21h42m21.89s,325.591217,-50d05m37.0s,5635.0,1.42,
667,667,HD 206610 b,482.0,2.036 Jupiters,8.34,2009,Gas Giant,1.19 x Jupiter,1.74 AU,1.8 years,0.1,HD 206610,Radial Velocity,,,21h43m24.90s,325.85376,-07d24m29.7s,4842.0,1.55,6.12
668,668,HD 20781 b,115.0,1.93 Earths,8.48,2019,Super Earth,1.21 x Earth,0.0529 AU,5.3 days,0.1,HD 20781,Radial Velocity,,,03h20m02.94s,50.01226,-28d47m01.8s,5256.0,0.7,
669,669,HD 20781 c,115.0,5.33 Earths,8.48,2019,Neptune-like,2.17 x Earth,0.1004 AU,13.9 days,0.09,HD 20781,Radial Velocity,,,03h20m02.94s,50.01226,-28d47m01.8s,5256.0,0.7,
670,670,HD 20781 d,115.0,10.61 Earths,8.48,2019,Neptune-like,0.29 x Jupiter,0.1647 AU,29.2 days,0.11,HD 20781,Radial Velocity,,,03h20m02.94s,50.01226,-28d47m01.8s,5256.0,0.7,
671,671,HD 20781 e,115.0,14.03 Earths,8.48,2019,Neptune-like,0.342 x Jupiter,0.3374 AU,85.5 days,0.06,HD 20781,Radial Velocity,,,03h20m02.94s,50.01226,-28d47m01.8s,5256.0,0.7,
672,672,HD 20782 b,117.0,1.4878 Jupiters,7.4,2006,Gas Giant,1.21 x Jupiter,1.3649 AU,1.6 years,0.95,HD 20782,Radial Velocity,,,03h20m03.58s,50.014908,-28d51m14.7s,5790.0,1.07,1.11
673,673,HD 207832 b,193.0,0.56 Jupiters,8.78,2012,Gas Giant,1.26 x Jupiter,0.586 AU,160.1 days,0.2,HD 207832,Radial Velocity,,,21h52m36.28s,328.151184,-26d01m35.6s,5726.0,1.05,0.89
674,674,HD 207832 c,193.0,0.73 Jupiters,8.78,2012,Gas Giant,1.25 x Jupiter,2.112 AU,3.2 years,0.27,HD 207832,Radial Velocity,,,21h52m36.28s,328.151184,-26d01m35.6s,5726.0,1.05,0.89
675,675,HD 20794 b,20.0,2.7 Earths,4.27,2011,Super Earth,1.45 x Earth,0.1207 AU,18.3 days,0.0,HD 20794,Radial Velocity,90.0,,03h19m55.65s,49.981876,-43d04m11.2s,5401.0,0.7,
676,676,HD 20794 c,20.0,2.4 Earths,4.27,2011,Super Earth,1.35 x Earth,0.2036 AU,40.1 days,0.0,HD 20794,Radial Velocity,90.0,,03h19m55.65s,49.981876,-43d04m11.2s,5401.0,0.7,
677,677,HD 20794 d,20.0,4.8 Earths,4.27,2011,Super Earth,2.04 x Earth,0.3499 AU,90.3 days,0.0,HD 20794,Radial Velocity,90.0,,03h19m55.65s,49.981876,-43d04m11.2s,5401.0,0.7,
678,678,HD 20794 e,20.0,4.77 Earths,4.27,2017,Super Earth,2.03 x Earth,0.509 AU,147 days,0.29,HD 20794,Radial Velocity,,,03h19m55.65s,49.981876,-43d04m11.2s,5401.0,0.7,
679,679,HD 208487 b,144.0,0.52 Jupiters,7.471,2004,Gas Giant,1.27 x Jupiter,0.524 AU,130.1 days,0.24,HD 208487,Radial Velocity,,,21h57m19.85s,329.332703,-37d45m49.0s,6067.0,1.13,
680,680,HD 208527 b,1026.0,9.9 Jupiters,6.4,2012,Gas Giant,1.11 x Jupiter,2.1 AU,2.4 years,0.08,HD 208527,Radial Velocity,,,21h56m23.99s,329.099945,+21d14m23.5s,4035.0,1.6,51.1
681,681,HD 20868 b,156.0,1.25 Jupiters,9.92,2008,Gas Giant,1.22 x Jupiter,0.95 AU,380.9 days,0.75,HD 20868,Radial Velocity,,,03h20m42.69s,50.177895,-33d43m48.4s,4802.0,0.39,0.76
682,682,HD 208897 b,211.0,1.4 Jupiters,6.51,2017,Gas Giant,1.21 x Jupiter,1.05 AU,352.7 days,0.07,HD 208897,Radial Velocity,,,21h58m59.69s,329.748718,+19d01m13.1s,4860.0,1.25,4.98
683,683,HD 209458 b,158.0,0.73 Jupiters,7.632,1999,Gas Giant,1.39 x Jupiter,0.04707 AU,3.5 days,0.0,HD 209458,Radial Velocity,86.71,,22h03m10.77s,330.794891,+18d53m03.5s,6091.0,1.23,1.19
684,684,HD 210193 b,138.0,0.4817 Jupiters,7.823,2019,Gas Giant,1.27 x Jupiter,1.487 AU,1.8 years,0.24,HD 210193,Radial Velocity,,,22h09m34.61s,332.394226,-41d13m29.6s,5790.0,1.04,
685,685,HD 210277 b,70.0,1.29 Jupiters,6.53,1998,Gas Giant,1.22 x Jupiter,1.13 AU,442.2 days,0.48,HD 210277,Radial Velocity,,,22h09m29.87s,332.374451,-07d32m55.2s,5538.0,1.01,1.07
686,686,HD 210702 b,177.0,1.808 Jupiters,5.93,2007,Gas Giant,1.2 x Jupiter,1.148 AU,354.1 days,0.03,HD 210702,Radial Velocity,,,22h11m51.33s,332.963867,+16d02m26.0s,4951.0,1.61,4.92
687,687,HD 211810 b,211.0,0.67 Jupiters,8.59,2018,Gas Giant,1.25 x Jupiter,2.656 AU,4.3 years,0.68,HD 211810,Radial Velocity,,,22h18m06.54s,334.527252,+61d08m04.0s,5652.0,1.03,1.13
688,688,HD 211970 b,42.0,13 Earths,8.99,2019,Neptune-like,0.327 x Jupiter,0.143 AU,25.2 days,0.15,HD 211970,Radial Velocity,,,22h22m16.21s,335.567535,-54d33m38.2s,4127.0,0.61,
689,689,HD 212301 b,177.0,0.51 Jupiters,7.764,2005,Gas Giant,1.27 x Jupiter,0.03 AU,2.2 days,0.0,HD 212301,Radial Velocity,,,22h27m30.92s,336.878845,-77d43m04.5s,6239.0,1.55,1.16
690,690,HD 212771 b,364.0,2.39 Jupiters,7.6,2009,Gas Giant,1.18 x Jupiter,1.19 AU,380.7 days,0.08,HD 212771,Radial Velocity,,,22h27m03.07s,336.762787,-17d15m49.2s,5003.0,1.56,5.27
691,691,HD 213240 b,133.0,5.58 Jupiters,6.814,2001,Gas Giant,1.14 x Jupiter,1.89 AU,2.4 years,0.42,HD 213240,Radial Velocity,,,22h31m00.37s,337.751526,-49d25m59.8s,5979.0,1.57,1.51
692,692,HD 213885 b,156.0,8.83 Earths,7.996,2019,Super Earth,1.745 x Earth,0.02012 AU,1 days,0.0,HD 213885,Transit,80.09,9.15,22h35m56.32s,338.98465,-59d51m52.1s,5978.0,1.07,1.1
693,693,HD 213885 c,156.0,19.95 Earths,7.996,2019,Neptune-like,0.42 x Jupiter,0.056798 AU,4.8 days,0.0,HD 213885,Radial Velocity,,,22h35m56.32s,338.98465,-59d51m52.1s,5978.0,1.07,1.1
694,694,HD 21411 b,95.0,0.20734 Jupiters,7.885,2019,Gas Giant,0.85 x Jupiter,0.362 AU,84.3 days,0.4,HD 21411,Radial Velocity,,,03h26m11.12s,51.546322,-30d37m04.1s,5605.0,0.89,
695,695,HD 214823 b,332.0,20.3 Jupiters,8.06,2016,Gas Giant,1.08 x Jupiter,3.23 AU,5.1 years,0.16,HD 214823,Radial Velocity,,,22h40m19.87s,340.082794,+31d47m15.3s,5933.0,1.31,2.04
696,696,HD 215152 b,70.0,1.819 Earths,8.11,2018,Super Earth,1.19 x Earth,0.057638 AU,5.8 days,0.0,HD 215152,Radial Velocity,,,22h43m21.30s,340.838745,-06d24m03.0s,4935.0,0.77,0.73
697,697,HD 215152 c,70.0,1.72 Earths,8.11,2018,Super Earth,1.17 x Earth,0.067393 AU,7.3 days,0.0,HD 215152,Radial Velocity,,,22h43m21.30s,340.838745,-06d24m03.0s,4935.0,0.77,0.73
698,698,HD 215152 d,70.0,2.801 Earths,8.11,2018,Super Earth,1.48 x Earth,0.08799 AU,10.9 days,0.0,HD 215152,Radial Velocity,,,22h43m21.30s,340.838745,-06d24m03.0s,4935.0,0.77,0.73
699,699,HD 215152 e,70.0,2.877 Earths,8.11,2018,Super Earth,1.51 x Earth,0.15417 AU,25.2 days,0.0,HD 215152,Radial Velocity,,,22h43m21.30s,340.838745,-06d24m03.0s,4935.0,0.77,0.73
700,700,HD 215497 b,132.0,6.3566 Earths,8.96,2009,Neptune-like,0.214 x Jupiter,0.05 AU,3.9 days,0.16,HD 215497,Radial Velocity,,,22h46m36.75s,341.653137,-56d35m58.3s,5110.0,0.67,0.85
701,701,HD 215497 c,132.0,0.33 Jupiters,8.96,2009,Gas Giant,1.11 x Jupiter,1.282 AU,1.6 years,0.49,HD 215497,Radial Velocity,,,22h46m36.75s,341.653137,-56d35m58.3s,5110.0,0.67,0.85
702,702,HD 216435 b,108.0,1.26 Jupiters,6.03,2002,Gas Giant,1.22 x Jupiter,2.56 AU,3.6 years,0.07,HD 216435,Radial Velocity,,,22h53m37.93s,343.408051,-48d35m53.8s,5999.0,1.3,
703,703,HD 216437 b,87.0,2.223 Jupiters,6.057,2002,Gas Giant,1.19 x Jupiter,2.497 AU,3.7 years,0.32,HD 216437,Radial Velocity,,,22h54m39.48s,343.66452,-70d04m25.3s,5909.0,1.17,1.39
704,704,HD 216536 b,1241.0,1.05 Jupiters,9.23,2015,Gas Giant,1.23 x Jupiter,0.61 AU,148.6 days,0.38,HD 216536,Radial Velocity,,,22h53m03.98s,343.266598,+44d28m39.9s,4639.0,0.81,9.83
705,705,HD 216770 b,120.0,0.57 Jupiters,8.094,2003,Gas Giant,1.26 x Jupiter,0.46 AU,118.5 days,0.37,HD 216770,Radial Velocity,,,22h55m53.71s,343.973785,-26d39m31.5s,5399.0,0.74,0.93
